Name,Address
PEARLE VISION FRY RD (LO),"7710 FRY RD STE 600, 77433, TX CYPRESS"
DEJEAN & KEIGLEN EYE ASSOCIATES LLP,"400 S LOOP 336 W, CONROE, TX 77304"
ELITE VISION CARE,"1615 W LEAGUE CITY PKWY STE100, LEAGUE CITY, TX 77573"
BENCHMARK OPTICAL,"3302 NE STALLINGS DR, NACOGDOCHES, TX 75965"
FRIENDSWOOD EYE CENTER,"3141 E FM528 STE 324, FRIENDSWOOD, TX 77546"
MIKE'S OPTICAL #016219,"128 N AUSTIN STREET, JASPER, TX 75951"
ATASCA EYE CENTER #020994,"19250 W LAKE HOUSTON PARKWAY STE G, HUMBLE, TX 77346"
FALCON PASS VISION CENTER,"2409 FALCON PASS DR STE 180, HOUSTON, TX 77062"
BERKELEY-MCKINNEY,"1200 MCKINNEY SUITE 411, HOUSTON, TX 77010"
BERKELEY-CLEARLAKE,"18040 SATURN LANE, NASSAU BAY, TX 77058"
BERKELEY-WESLAYAN,"3100 WESLAYAN STREET SUITE 400, HOUSTON, TX 77027"
BERKELEY-DAYTON,"306 N MAIN ST SUITE A, DAYTON, TX 77535"
BERKELEY-PEARLAND,"1535 CULLEN BLVD STE 200, PEARLAND, TX 77581"
BERKELEY-KINGWOOD,"22741 PROFESSIONAL DRIVE, KINGWOOD, TX 77339"
PEARLE VISION PEARLAND,"10420 BROADWAY SUITE 108, PEARLAND, TX 77584"
BERKELEY-WOODLANDS,"143 VISION PARK BLVD, SHENANDOAH, TX 77384"
MYEYEDR-TX-LONGVIEW #MED-641,"2304 JUDSON ROAD SUITE B, LONGVIEW, TX 75605"
MYEYEDR-BEAUMONT-#MED-676,"6725 DELAWARE STREET, BEAUMONT, TX 77706"
LINH T YEE-YOUNG OD PA,"1570 LAKE WOODLANDS DR, SPRING, TX 77380"
BERKELEY-TOMBALL,"14030 FM 2920 SUITE E, TOMBALL, TX 77377"
BERKELEY-KATY,"21502 MERCHANTS WAY, KATY, TX 77449"
BERKELEY-CHAMPIONS,"5419-C FM 1960 WEST, HOUSTON, TX 77069"
BERKELEY EYE CENTER-HUNTSVILLE,"2 FINANCIAL PLAZA SUITE 801, HUNTSVILLE, TX 77340"
NELSON JUAREZ OD PA,"2702 PALMER HIGHWAY, TEXAS CITY, TX 77590"
PEARLAND PROFESSIONAL VISION #AEG-1366,"9215 BROADWAY STE 119, PEARLAND, TX 77584"
MYEYEDR-LONGVIEW-N EASTMAN RD #MED-1037,"3032 NORTH EASTMAN RD STE 100, LONGVIEW, TX 75605"
SAFETY RX SERVICES #71666,"2835 E SAM HOUSTON PARKWAY S, PASADENA, TX 77503"
BERKELEY EYE CENTER,"1602 N FULTON ST, WHARTON, TX 77488"
LONE STAR EYECARE,"3515 TOWN CENTER BOULEVARD S, SUGARLAND, TX 77479"
DR BRIAN COX,"3440 RILEY FUZZEL RD STE 170, SPRING, TX 77386"
FRIENDSWOOD VISION PLLC,"132 W PARKWOOD AVENUE, FRIENDSWOOD, TX 77546"
BERKELEY EYE CENTER,"8731 KATY FRWY STE 300, HOUSTON, TX 77024"
SEJAL PATEL OD PLLC,"11150 BROADWAY STREET STE 100, PEARLAND, TX 77584"
SEC SIGNATURE EYE CENTER LLC,"601 FM 646 RD E STE A, LEAGUE CITY, TX 77573"
DR ELLE FAZLALIZADEH/FAZ EYECARE PLLC,"19752 INTERSTATE 45 STE B, SPRING, TX 77373"
MEMORIAL EYE CENTER #AEG-1168,"2319 RAYFORD ROAD SUITE 200, SPRING, TX 77386"
PHONG Q PHAM OD,"25639 US HIGHWAY 59N SUITE 109, KINGWOOD, TX 77339"
TEXAS STATE OPTICAL OF SANTA FE PA,"13135 HIGHWAY 6, SANTA FE, TX 77510"
LARSON VISION CARE PLLC,"1388 STONEHOLLOW DR, KINGWOOD, TX 77339"
JVISION CARE PLLC,"310 W SAN AUGUSTINE ST, DEER PARK, TX 77536"
BERKELEY EYE CENTER,"6500 7TH ST #200, BAY CITY, TX 77414"
TWENTY20 PROFESSIONAL PLLC,"18333 EGRET BAY BLVD #101, HOUSTON, TX 77058"
TWENTY 20 OPTICAL PLLC,"105 E PARKWOOD AVE STE 107, FRIENDSWOOD, TX 77546"
BERKELEY EYE CENTER,"7438 HARRISBURG BOULEVARD, HOUSTON, TX 77011"
VISION MAX NORTHSHORE,"13427 EAST FWY, HOUSTON, TX 77015"
BERKELEY EYE CENTER,"1435 HWY 6N STE 202, SUGARLAND, TX 77478"
TSO BAY CITY PLLC,"4310 7TH ST STE 400, BAY CITY, TX 77414"
BERKELEY EYE CENTER,"3929 WOODSONS RESERVE PKWY, SPRING, TX 77386"
COASTAL EYE ASSOC #MEC-HU4,"6807 EMMETT LOWRY EXP #102, TEXAS CITY, TX 77591"
UTMB FACULTY GROUP PRACTICE #VA-251,"10121 EMMETT F LOWRY EXPY, TEXAS CITY, TX 77591"
HEATON EYE ASSOCIATES #VA-762,"2394 HG MOSLEY PARKWAY, LONGVIEW, TX 75604"
COASTAL EYE ASSOCIATES #MEC-HU3,"3333 BAYSHORE DR SUITE 280, PASADENA, TX 77504"
COASTAL EYE ASSOCIATES #MEC-HU5,"555 E MEDICAL CENTER BLVD STE 101, WEBSTER, TX 77598"
COASTAL EYE ASSOCIATES #MEC-HU1,"1913 STEELE ROAD, ALVIN, TX 77511"
ICARE2020 LLC,"910 S WAYSIDE DR STE 400, HOUSTON, TX 77023"
GRAHAM EYE ASSOCIATES PLLC,"10700 KUYKENDAHL RD STE J, THE WOODLANDS, TX 77381"
WRIGHT EYE CARE PLLC,"4185 TECHNOLOGY FOREST BLVD STE 225, THE WOODLANDS, TX 77381"
JMC WORLDWIDE,"19792 HWY 105 W #300, MONTGOMERY, TX 77356"
MANN EYE INSTITUTE-MATAGORDA,"3612 AVE F, BAY CITY, TX 77414"
MANN EYE INSTITUTE-LIVINGSTON,"1601 US 59 LOOP N STE 100, LIVINGSTON, TX 77351"
MANN EYE INSTITUTE-DEERBROOK,"9802 FM 1960 STE 110, HUMBLE, TX 77338"
MANN EYE INSTITUTE-CLEVELAND,"429 W SOUTHLINE ST, CLEVELAND, TX 77327"
MANN EYE INSTITUTE-BAYTOWN,"4750 EASY FRWY, BAYTOWN, TX 77521"
EYE CARE HOUSTON ASSOC-VT #00395,"305 W PARKWOOD, FRIENDSWOOD, TX 77546"
BERKELEY EYECENTER,"18545 W LAKE HOUSTON PKWY, ATASCOCITA, TX 77346"
DR ANGELA DORECK,"12709 INTERSTATE 45N SUITE 500, WILLIS, TX 77318"
CLEARPOINT VISION & OPTICAL,"11510 SPACE CENTER BLVD STE B, HOUSTON, TX 77059"
REGINA NGUYEN OD,"14870 SPACE CENTER BLVD STE H, HOUSTON, TX 77062"
PEARLAND EYE ASSOCIATES LLC,"8498 S.SAM HOUSTON PKWY E SUITE 1300, HOUSTON, TX 77075"
DR GREG WACASEY,"2820 BILL OWENS PKWY, LONGVIEW, TX 75605"
TEXAS STATE OPTICAL OF GALVESTON,"515 22ND STREET, GALVESTON, TX 77550"
TSO RAYFORD PA,"3535 RAYFORD RD SUITE 500, SPRING, TX 77386"
VISION ETC,"8321 BROADWAY ST STE 124, PEARLAND, TX 77581"
EYECARE LEADERS MANAGEMENT,"1930 PEARLAND PKWY STE 160, PEARLAND, TX 77581"
DEER PARK VISION CENTER,"2009 CENTER STREET, DEER PARK, TX 77536"
DEJEAN & KUDLEN EYE ASSOCIATES,"129 VISION PARK BLVD STE 110, SHENANDOAH, TX 77384"
LIFESTYLE VISION LLC,"10119 HWY 59 S STE 5, WHARTON, TX 77488"
MONOCLE PREMIER EYE CARE,"4061 BELLAIRE BLVD STE H, HOUSTON, TX 77025"
DIPAK R KALANI OD PA,"1799 KIRBY ST STE 140, PEARLAND, TX 77584"
VARDEMAN EYE ASSOCIATES,"3915 NE STALLINGS DRIVE, NACOGDOCHES, TX 75965"
CAMERON OPTICAL,"15260 HIGHWAY 105 WEST STE 127, MONTGOMERY, TX 77356"
PEARLE VISION 7870 (SC) (21054463),"5815 E SAM HOUSTON PKWY NORTH, HOUSTON, TX 77049"
PERFECT VISION EYECARE EYEWEAR,"2518 RICHMOND AVENUE, HOUSTON, TX 77098"
WOODLANDS EYE ASSOCIATES #KEPLR-230,"1001 MEDICAL PLAZA DR STE 100, SHENANDOAH, TX 77380"
CONROE VISION ASSOCIATES,"1422 N LOOP 336 W SUITE B, CONROE, TX 77304"
PASADENA EYE ASSOC,"4450 E SAM HOUSTON PKWY S STE E, PASADENA, TX 77505"
JOHN F REITER OPTICIAN LLC,"114 E TEXAS AVENUE, BAYTOWN, TX 77520"
DR MELISSA SOMMERS,"100 E NASA RD SUITE 70, WEBSTER, TX 77598-5309"
FRAZIER EYE CENTER #AEG-1304,"9500 SPENCER HIGHWAY, LA PORTE, TX 77571-3882"
ANGELINA OPT,"2801 SOUTH JOHN REDDITT DR, LUFKIN, TX 75904"
DR BRIAN SHANDLEY,"120 HIGHWAY 332 WEST S-A5, LAKE JACKSON, TX 77566-4017"
COASTAL OPTICAL,"1818 N VELASCO, ANGLETON, TX 77515-3015"
PROFESSIONAL OPTICS #5617,"3000 39TH STREET SUITE #102, PORT ARTHUR, TX 77642"
BERKELEY-EL CAMPO,"2012 WEST LOOP, EL CAMPO, TX 77437"
HIRA IQBAL LLC,"8751 HWY 6 S STE A, HOUSTON, TX 77083"
EYE CENTERS OPTICAL,"3345 PLAZA TEN DR STE B, BEAUMONT, TX 77707"
TEXAS STATE OPTICAL-DR BLOUNT,"5910 MUELA CREEK DR, BEAUMONT, TX 77706"
DR PATTI M ZEIN-ELDIN,"6511 STEWART ROAD SUITE 9A, GALVESTON, TX 77551"
VISION SOURCE-KINGWOOD,"23822 HIGHWAY 59 N, KINGWOOD, TX 77339"
DRS TOM & WING,"1520 W BAY AREA BOULEVARD SUITE 1, FRIENDSWOOD, TX 77546"
SPACE CENTER EYE ASSOCIATES #KEPLR-91,"2323 CLEAR LAKE CITY BLVD STE 150, HOUSTON, TX 77062"
THE CENTER FOR SIGHT,"2 MEDICAL CENTER BOULEVARD, LUFKIN, TX 75904"
DR JACQUELINE BRENDING,"17040 HIGHWAY 3, WEBSTER, TX 77598"
DR MARVIN BAZA,"4415 CRENSHAW ROAD, PASADENA, TX 77504"
BERKELEY-MEMORIAL,"8731 KATY FRWY STE 300, HOUSTON, TX 77024"
VISION CORNER UPTOWN,"4725 WESTHEIMER, HOUSTON, TX 77027"
WOODLANDS EYE ASSOCATES #KEPLR-231,"4775 W PANTHER CREEK DR STE 230B, SPRING, TX 77381"
SOUTH SHORE EYE CENTER,"2951 MARINA BAY DRIVE SUITE 100, LEAGUE CITY, TX 77573"
PINEYWOODS EYE ASSOCIATES 70808,"4729 NE STALLINGS DRIVE, NACOGDOCHES, TX 75965"
UTMB FACULTY GROUP PRACTICE #VA-250,"700 UNIVERSITY BLVD, GALVESTON, TX 77550"
PARKWOOD VISION CENTER #AEG-1260,"1102 S FRIENDSWOOD DR STE A, FRIENDSWOOD, TX 77546"
HENDERSON EYE CENTER #70562,"1789 US HWY 79 S, HENDERSON, TX 75654"
VISION CENTERS OF HOUSTON #KEPLR-190,"20119 HIGHWAY 59, HUMBLE, TX 77338"
THE CENTER FOR SIGHT-LIVINGSTON,"200 OGLETREE DR ATTN DEBRA WHITE, LIVINGSTON, TX 77351"
EYE CARE LEADERS PA,"10603 FUQUA STREET SUITE A, HOUSTON, TX 77089"
MONROE VISION SOURCE PLC,"750 STEWART ROAD SUITE 2, MONROE, MI 48162"
GLADSTONE EYE CARE PC #4064,"20 S 10TH STREET, GLADSTONE, MI 49837"
MARLA HAYDEN EYECARE PC,"304 W COMMERCE ST, MILFORD, MI 48381"
DR STEVEN LUTZ & ASSOC #2321,"1565 EASTOVER PLACE, ANN ARBOR, MI 48104"
NORMANDY OPTICAL,"23620 HARPER AVE, SAINT CLAIR SHORES, MI 48080"
ACUITY OPTICS & MEDICAL EYECARE,"2669 UNION LAKE RD, COMMERCE, MI 48382"
PEARLE VISION 12 OAKS #8758 (LO),"26140 INGERSOL DR, NOVI, MI 48375"
PEARLE VISION CROSSROADS MALL #8773 (LO),"6650 S WESTNEDGE STE 232, PORTAGE, MI 49024"
PEARLE VISION KENTWOOD #8770 (LO),"2974 28TH ST SE STE A, KENTWOOD, MI 49512"
PEARLE VISION ROCHESTER HILLS #8775 (LO),"2875 S ROCHESTER RD, ROCHESTER HILLS, MI 48307"
ALL EYES OPTOMETRY PLLC,"2047 NILES ROAD, SAINT JOSEPH, MI 49085"
BERKLEY EYEWEAR & LOCAL SUNGLASS CO.,"2680 COOLIDGE HWY, BERKLEY, MI 48072"
PEARLE VISION GRANDVILLE #8771 (LO),"3343 CENTURY CENTER ST, GRANDVILLE, MI 49418"
GRAND TRAVERSE OPHTHALMOLOGY #5421,"2061 HARBOR-PETOSKEY RD, PETOSKEY, MI 49770"
CLYSON PC,"904 N WISNER STREET, JACKSON, MI 49202"
GREAT LAKES EYE CARE #5666,"2848 NILES ROAD, SAINT JOSEPH, MI 49085"
MARKO HABEKOVIC MD PLLC,"1000 EAST PARIS AVE SE STE 111, GRAND RAPIDS, MI 49546"
STANG FAMILY EYECARE #6224,"622 N THIRD ST, MARQUETTE, MI 49855"
DR M A SCHWARTZ #6040,"13400 15 MILE RD, STERLING HEIGHTS, MI 48312"
ROLAND OPTICS 20-0009001-01,"6523 TELEGRAPH ROAD, BLOOMFIELD HILLS, MI 48301"
GRAHAM'S OPTIQUE BOUTIQUE #5462,"20100 OUTER DRIVE, DEARBORN, MI 48124"
WOODS OPTICAL STUDIO,"19599 MACK AVENUE, GROSSE POINTE, MI 48236-2838"
HIEMSTRA OPTICAL CO #6460,"133 E MICHIGAN, PAW PAW, MI 49079-3910"
ADA VISION CENTER,"596 ADA DRIVE SE, ADA, MI 49301"
HOLLAND OPTICAL CENTER #5645,"999 S WASHINGTON AVENUE, HOLLAND, MI 49423-4924"
MYEYEDR-JENISON-GEORGETOWN CTR #MED-1113,"7673 GEORGETOWN CENTER DR, JENISON, MI 49428-8313"
CENTER OPTICAL HEARING AI,"970 S OLD WOODWARD AVE, BIRMINGHAM, MI 48009"
ANDERSEN EYE ASSOCIATES #6687,"5161 CARDINAL PARK DRIVE, SAGINAW, MI 48604"
GRAND BLANC VISION CLINIC,"12606 HOLLY RD., GRAND BLANC, MI 48439-1817"
DRS ANDERSON & BATCHELDER,"1234 E BROOMFIELD ST APT 6, MOUNT PLEASANT, MI 48858"
STADIUM OPTICIANS INC,"2335 W STADIUM BLVD, ANN ARBOR, MI 48103"
DR BARRY P AUGUST #80-4001786,"1611 S OPDYKE RD, BLOOMFIELD HILLS, MI 48304"
TOMZ OPTICAL,"9864 EAST GRAND RIVER SUITE130, BRIGHTON, MI 48116-2328"
T.K. JOHNSON OD,"5908 EASTMAN RD, MIDLAND, MI 48640-2517"
WEST SHORE EYECARE PC 5242,"409 W LUDINGTON AVENUE, LUDINGTON, MI 49431-2119"
ANN LA CROIX FREDAL,"136 CASS AVENUE, MOUNT CLEMENS, MI 48043-2230"
SIGHT EYE CLINIC PC #370,"2025 VAN HILL DRIVE, ZEELAND, MI 49464"
DR CRAIG MILLER #1341,"4275 SW CAPITAL AVENUE, BATTLE CREEK, MI 49015-8302"
BIRMINGHAM VISION CARE,"4114 WEST MAPLE ROAD, BLOOMFIELD TOWNSHIP, MI 48301"
FAMILY AND PEDIATRIC EYE CARE,"144 MONROE CENTER NW, GRAND RAPIDS, MI 49503"
MARQUETTE EYECARE CENTER,"1414 W FAIR AVENUE SUITE 150, MARQUETTE, MI 49855"
SAULT VISION CLINIC #6097,"3360 I 75 BUSINESS SPUR, SAULT SAINT MARIE, MI 49783-1907"
LAKESHORE EYECARE CENTER #5375,"2657 120TH AVE, HOLLAND, MI 49424"
M.D. OPTICAL LTD # 631,"375 BARCLAY CIRCLE, ROCHESTER HILLS, MI 48307"
DRS WALTON & BECKER EYECARE #90930,"89 S WASHINGTON ST, OXFORD, MI 48371"
THE VISIONARY #8816,"7333 ALLEN ROAD, ALLEN PARK, MI 48101"
WEST MICHIGAN EYECARE ASSOCIATES,"2112 EAST PARIS SE, GRAND RAPIDS, MI 49546"
GRAND TRAVERSE OPTHALMOLOGY #5221,"929 BUSINESS PARK DRIVE, TRAVERSE CITY, MI 49686"
VISION PLUS INC,"22371 PONTIAC TRAIL, SOUTH LYON, MI 48178"
HOUSE OF OPTICAL,"250 E 14 MILE RD, CLAWSON, MI 48017"
ROBERT C LAYMAN OD INC,"6650 SUMMERLYN LAKES DR, LAMBERTVILLE, MI 48144"
SUPERIOR EYE HEALTH CENTER #85305,"2822 VENTURE DRIVE, MARQUETTE, MI 49855"
CLAVENNA VISION INSTITUTE #31000,"600 SOUTH ADAMS SUITE 200, BIRMINGHAM, MI 48009"
BLOOM & BLOOM - HASTINGS #5527,"1510 N BROADWAY STREET, HASTINGS, MI 49058"
U P OPTHALMOLOGY #90560,"1015 SOUTH LINCOLN ROAD, ESCANABA, MI 49829"
MICHIGAN EYE INSTITUTE,"4499 TOWN CENTER PARKWAY, FLINT, MI 48532"
BAY EYE CARE CENTER #5722,"116 N TUSCOLA ROAD, BAY CITY, MI 48708"
PREMIER EYECARE OF JACKSON,"350 NORTH WISNER, JACKSON, MI 49202"
VILLAGE OPTICAL INC #757,"16841 KERCHEVAL PLACE, GROSSE POINTE, MI 48230"
NICHOLS OPTICAL INC,"405 EAST WACKERLY ST, MIDLAND, MI 48642"
NICHOLS OPTICAL INC,"336 WEST FRONT STREET, TRAVERSE CITY, MI 49684"
AVERY EYE CARE CENTER,"1002 N US HIGHWAY 27, SAINT JOHNS, MI 48879"
MILLER OPTICAL INC #DO1323,"43560 VAN DYKE, STERLING HEIGHTS, MI 48314"
GRAND BLANC EYES #5638,"11225 S SAGINAW SUITE 10, GRAND BLANC, MI 48439"
SHELLY D BAKER OP PC #7143,"1252 WEST LAKESHORE, MANISTIQUE, MI 49854"
SHOREPOINTE OPTICAL STUDIO,"21711 GREATER MACK, SAINT CLAIR SHORES, MI 48080-2418"
THOMAS WOYTTA INC,"1100 MICHIGAN AVENUE SUITE A, MARYSVILLE, MI 48040"
UV. OF MICH/KELLOGG EYE CTR,"1000 WALL STREET ROOM 1050, ANN ARBOR, MI 48105"
NICHOLS OPTICAL INC,"4164 EAST BLUEGRASS ROAD, MOUNT PLEASANT, MI 48858"
NORWAY EYE CARE,"525 WEST HWY US 2, NORWAY, MI 49870"
JOSEPH KOSTESICH OD,"51950 VAN DYKE AVE, SHELBY TOWNSHIP, MI 48316-4453"
STITES EYE CARE #4944,"6840 NORTHWAY DR NE SUITE A WOLVERINE PROFESSIONAL BLDG, ROCKFORD, MI 49341"
MICHIGAN EYE INSTITUTE,"1240 S LAPEER RD STE 100A, LAKE ORION, MI 48360"
UNIV OF MICHIGAN/KELLOGG EYE CTR,"1000 WALL ST, ANN ARBOR, MI 48105"
CENTER VISION CLINIC,"3720 WILDER ROAD, BAY CITY, MI 48706"
MIDWEST VISION PARTNERS,"8275 HOLLY RD SUITE 3, GRAND BLANC, MI 48439"
MIDWEST VISION PARTNERS,"16255 SILVER PARKWAY, FENTON, MI 48430"
I VISION OPTICAL,"110 S LAKE AVENUE SUITE A, SPRING LAKE, MI 49456"
SPADAFORA EYECARE PLLC #MI0082Z,"6445 CITATION DR STE B, CLARKSTON, MI 48346"
MICHIGAN STREET OPTICAL #80-0000040,"833 MICHIGAN STREET NE SUITE 101, GRAND RAPIDS, MI 49503"
BAY EYE CARE CENTER #5734,"1715 E ASHMAN, MIDLAND, MI 48642"
MIDWEST VISION PARTNERS,"1005 S LAPEER RD, LAPEER, MI 48446"
HOLT EYE CARE,"2040 N AURELIUS RD, HOLT, MI 48842"
CHERRY OPTOMETRY PC,"314 N MAIN STREET, CHELSEA, MI 48118"
POINTE VISION CARE #20770,"20525 MACK AVENUE, GROSSE POINTE WOODS, MI 48236"
GOLDEN GATE OPTICAL-3411,"2943 E BIG BEAVER RD, TROY, MI 48083"
CARL F POWERS OD PLLC #5312,"614 HOWARD ST, PETOSKEY, MI 49770"
OLD TOWN OPTICAL,"515 S UNION STREET, TRAVERSE CITY, MI 49684"
ANN ARBOR OPTOMETRY,"2433 OAK VALLEY DRIVE SUITE 300, ANN ARBOR, MI 48103"
THE VISION CENTER #80-0006856,"325 N LILLEY ROAD, CANTON, MI 48187"
GRAND RAPIDS EYE CARE 2820 PLLC,"2820 EAST BELTLINE LANE NE, GRAND RAPIDS, MI 49525"
PEARLE/DETROIT OPTICAL #MI00252 (LO),"32987 WOODWARD AVENUE, ROYAL OAK, MI 48073"
SUSAN MITHOFF QUADE OD #3164,"2299 WEST ROAD, TRENTON, MI 48183"
GREAT LAKES EYE INSTITUTE,"2393 SCHUST RD, SAGINAW, MI 48603"
MICHIGAN VISION INSTITUTE PLLC #21590,"5300 GATEWAY CENTRE, FLINT, MI 48507"
DIRECT OPTICAL OPTIQUE,"41840 FORD ROAD, CANTON, MI 48187"
HARBOR VIEW VOLLINK EYECARE,"4 WASHINGTON AVENUE, GRAND HAVEN, MI 49417"
CHARLEVOIX EYE CENTER #5836,"1008 BRIDGE STREET, CHARLEVOIX, MI 49720"
HELMS FAMILY OPTICAL #3462,"1600 EAST BELTLINE NE STE 112, GRAND RAPIDS, MI 49525"
MICHIGAN COLLEGE OF OPTOMETRY #5289,"1124 SOUTH STATE STREET, BIG RAPIDS, MI 49307"
PEARLE VISION 9357 (SC) (21137213),"912 E BIG BEAVER RD, TROY, MI 48083"
PEARLE VISION 8410 (SC) (21093158),"26140 INGERSOL DR, NOVI, MI 48375"
PEARLE VISION 8426 (SC) (21093147),"2974 28TH ST SE STE A, KENTWOOD, MI 49512"
PEARLE VISION 8427 (SC) (21093148),"3343 CENTURY CENTER ST SW, GRANDVILLE, MI 49418"
PEARLE VISION 8431 (SC) (21093145),"2875 S ROCHESTER RD, ROCHESTER HILLS, MI 48307"
PEARLE VISION 8429 (SC) (21093149),"6650 S WESTNEDGE STE 232, PORTAGE, MI 49024"
EYESEE VISION CARE,"1040 S GARFIELD AVE, TRAVERSE CITY, MI 49686"
THE HILLS EYECARE AND OPTICAL #87000,"31815 SOUTHFIELD RD STE 12, BEVERLY HILLS, MI 48025"
DR BRADLEY P MUNDY OD PLLC,"400 E FRONT ST STE A, BUCHANAN, MI 49107"
PEARLE VISION 8411 (SC) (21093143),"654 BRIARWOOD CIR, ANN ARBOR, MI 48108"
PEARLE VISION 7848 (SC) (21029028),"32987 WOODWARD AVENUE, ROYAL OAK, MI 48073"
RULE EYE CARE ##KEPLR-158,"6409 CENTURION DRIVE, LANSING, MI 48917"
TRAVERSE CITY OPHTHALMOLOGY #6209,"3830 W FRONT ST, TRAVERSE CITY, MI 49684"
VISION INSTITUTE OF MICHIGAN #VA-680,"44650 DELCO BLVD, STERLING HEIGHTS, MI 48313"
FITE EYE CENTER #VA-596,"16530 NINETEEN MILE ROAD, CLINTON TOWNSHIP, MI 48038"
NORMANDY OPTICAL ROCHESTER HILLS,"137 SOUTH LIVERNOIS RD, ROCHESTER HILLS, MI 48307"
NORMANDY OPTICAL,"6891 ORCHARD LAKE RD, WEST BLOOMFIELD, MI 48322"
BAY MILLS INDIAN COMMUNITY,"12455 W LAKESHORE DR, BRIMLEY, MI 49715"
DR PATRICK RUGGLES,"509 S SAGINAW, MIDLAND, MI 48640"
PEARLE VISION DHARMVEER PODHUTURI (LO),"912 EAST BIG BEAVER RD, TROY, MI 48083"
DIRECT OPTICAL OF WEST BLOOMFIELD LLC,"6315 HAGGERTY RD, WEST BLOOMFIELD, MI 48322"
CARLSON EYE CARE LLC,"55 CAMPAU AVE NW STE 10, GRAND RAPIDS, MI 49503"
PORRETTA & BERGMAN MD PC #5313,"29990 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334"
MID WEST VISION PARTNERS,"432 W UNIVERSITY DR, ROCHESTER, MI 48307"
PEARLE VISION 8409 (SC) (21093150),"30981 FIVE MILE ROAD, LIVONIA, MI 48154"
NORMANDY OPTICAL,"64641 VAN DYKE, WASHINGTON TWP, MI 48095"
SUNGLASS SHOPPE OF PETOSKEY #5403,"325 E LAKE ST, PETOSKEY, MI 49770"
PEARLE VISION 8413 (SC) (21093152),"21304 EUREKA RD, TAYLOR, MI 48180"
KING FAMILY EYECARE PLLC,"1125 COLUMBIA AVE W, BATTLE CREEK, MI 49015"
MARSHFIELD CLINIC HEALTH SYSTEM,"240 CORPORATE DR, BEAVER DAM, WI 53916"
ENVISION EYECARE LLC,"515 N 17TH AVENUE, WAUSAU, WI 54401"
VICKERS EYE CARE #7370,"9815 HIGHWAY 70W, MINOCQUA, WI 54548"
HOUR EYE CARE LLC,"5003 HONONEGAH RD STE 1, ROSCOE, IL 61073"
VERONA VISION CARE #2417,"320 SOUTH MAIN STREET, VERONA, WI 53593"
NEW VISION OF ILLINOIS LLC #1665A,"2929 MCFARLAND ROAD, ROCKFORD, IL 61107"
MODERN EYES #5050,"2330 ONEIDA ST SUITE 106, GREEN BAY, WI 54304"
AURORA VISION CENTER,"36500 AURORA DRIVE, OCONOMOWOC, WI 53066"
MILLER EYE CENTER #3949,"2995 EASTROCK DRIVE, ROCKFORD, IL 61109"
PRIMARY EYE CARE CENTERS PC #AEG-1306,"1603 NORTH ALPINE RD STE 121, ROCKFORD, IL 61107"
OLSON EYE CARE,"102 SHALER DRIVE, WAUPUN, WI 53963"
VISION CLINIC #70896,"1421 WASHINGTON AVENUE, RACINE, WI 53403"
OCONOMOWOC VISION CLINIC LLC,"1674 OLD SCHOOL HOUSE ROAD SUITE 101, OCONOMOWOC, WI 53066"
PEARLE VISION #5486,"2721 S GREEN BAY ROAD, RACINE, WI 53406"
OPHTHALMOLOGY ASSOCIATES SC,"4600 W LOOMIS RD STE 310, MILWAUKEE, WI 53220"
TOWER CLOCK EYE CENTER #3999,"1087 W MASON STREET, GREEN BAY, WI 54303"
MODERN EYES #6645,"2485 LINEVILLE RD STE 102, GREEN BAY, WI 54313"
CORR OPTICIANS #6754,"250 FIRST STREET, NEENAH, WI 54956"
MAUSTON FAMILY EYECARE LLC #322,"205 DIVISION ST STE A, MAUSTON, WI 53948"
DR CHRISTOPHER D SMITH & ASSOC LLC(LO),"2665 MONROE RD STE 100, DE PERE, WI 54115"
SHEBOYGAN FAMILY EYE CARE,"500 FREMONT ST, KIEL, WI 53042"
SHOREWOOD OPTICAL LLC #3763,"5150 N PORT WASHINGTON RD STE 250, GLENDALE, WI 53217"
PEARLE VISION A578 (SC) (21139122),"2665 MONROE ROAD, STE 100, DE PERE, WI 54115"
KSB MEDICAL GROUP #VA-675,"511 PALMYRA AVE, DIXON, IL 61021"
MAIN OPTICAL #VA-715,"1111 DELAFIELD ST STE 312, WAUKESHA, WI 53188"
"MILWAUKEE EYE CARE ASSOCIATES,SC","17280 W NORTH AVE #100, BROOKFIELD, WI 53045"
MUELLER EYE CARE LLC (LO),"8907 S HOWELL AVE STE 600, OAK CREEK, WI 53154"
LAKE COUNTRY EYE CARE,"520 HARTBROOK DRIVE, HARTLAND, WI 53029"
GROUP HEALTH COOPERATIVE OF SOUTH #5636,"1265 JOHN Q HAMMONS DR 200, MADISON, WI 53717"
NORTHERN SIGHT VISION CLINIC LLC,"104A NORTH ARGYLE AVENUE, PHILLIPS, WI 54555"
NORTHERN SIGHT VISION CLINIC LLC,"82 HOMETOWN DRIVE, TOMAHAWK, WI 54487"
PREVEA VISION #1705,"1821 S WEBSTER AVENUE, GREEN BAY, WI 54301"
PEARLE VISION 7734 (SC) (21115766),"4301 W WISCONSIN AVE FOX RIVER MALL, APPLETON, WI 54913"
PEARLE/DR RICK DAVISON & ASSOC LLC (LO),"4301 W WISCONSIN AVENUE, APPLETON, WI 54913"
