,,,,,
WOODLANDS EYE ASSOCIATES,1001 MEDICAL PLAZA DRIVE,THE WOODLANDS,TEXAS,77380,UNITED STATES
,,,,,
RAGSDALE & MARTIN,2740 S. BROADWAY,TYLER,TEXAS,75701,UNITED STATES
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
AMERICAN EYEWEAR,8309 PRESTON ROAD,DALLAS,TEXAS,75225,UNITED STATES
PEEPER'S,64 HIGHLAND PARK,DALLAS,TEXAS,75205,UNITED STATES
GOO GOO EYES,1003 DRAGON STREET,DALLAS,TEXAS,75207,UNITED STATES
ESSILOR CREEKVIEW OPTICAL,13555 N. STEMMONS FREEWAY,DALLAS,TEXAS,75234,UNITED STATES
SPEKS OPTICAL,1850 LAKEPOINTE DRIVE,LEWISVILLE,TEXAS,75057,UNITED STATES
COLLEYVILLE EYE CORP./SIMPLY EYES,5307 COLLEYVILLE BLVD.,COLLEYVILLE,TEXAS,76034,UNITED STATES
ADAIR EYEWEAR,3550 WEST 7TH STREET,FORT WORTH,TEXAS,76107,UNITED STATES
WOODLANDS EYE ASSOCIATES,1001 MEDICAL PLAZA DRIVE,THE WOODLANDS,TEXAS,77380,UNITED STATES
,,,,,
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
RAGSDALE & MARTIN,2740 S. BROADWAY,TYLER,TEXAS,75701,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
AMERICAN EYEWEAR,8309 PRESTON ROAD,DALLAS,TEXAS,75225,UNITED STATES
PEEPER'S,64 HIGHLAND PARK,DALLAS,TEXAS,75205,UNITED STATES
GOO GOO EYES,1003 DRAGON STREET,DALLAS,TEXAS,75207,UNITED STATES
ESSILOR CREEKVIEW OPTICAL,13555 N. STEMMONS FREEWAY,DALLAS,TEXAS,75234,UNITED STATES
SPEKS OPTICAL,1850 LAKEPOINTE DRIVE,LEWISVILLE,TEXAS,75057,UNITED STATES
COLLEYVILLE EYE CORP./SIMPLY EYES,5307 COLLEYVILLE BLVD.,COLLEYVILLE,TEXAS,76034,UNITED STATES
,,,,,
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
RAGSDALE & MARTIN,2740 S. BROADWAY,TYLER,TEXAS,75701,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
GRAND VISION,6601 VETERANS BLVD.,METAIRIE,LOUISIANA,70003,UNITED STATES
,,,,,
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
GRAND VISION,6601 VETERANS BLVD.,METAIRIE,LOUISIANA,70003,UNITED STATES
RAGSDALE & MARTIN,2740 S. BROADWAY,TYLER,TEXAS,75701,UNITED STATES
,,,,,
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
GRAND VISION,6601 VETERANS BLVD.,METAIRIE,LOUISIANA,70003,UNITED STATES
,,,,,
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
GRAND VISION,6601 VETERANS BLVD.,METAIRIE,LOUISIANA,70003,UNITED STATES
,,,,,
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
GRAND VISION,6601 VETERANS BLVD.,METAIRIE,LOUISIANA,70003,UNITED STATES
,,,,,
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
,,,,,
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
DR. LAUREN AGNEW,3601 HIGHWAY 190 EAST,MANDEVILLE,LOUISIANA,70471,UNITED STATES
,,,,,
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
THE EYEWEAR GALLERY,428 PERKINS EXTD.,MEMPHIS,TENNESSEE,38117,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
,,,,,
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
L'OPTIQUE (ALL SOULS),7 ALL SOULS CRESCENT,ASHEVILLE,NORTH CAROLINA,28803,UNITED STATES
,,,,,
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
L'OPTIQUE (ALL SOULS),7 ALL SOULS CRESCENT,ASHEVILLE,NORTH CAROLINA,28803,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
,,,,,
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
III'S,1925  11th-AVE-SOUTH,BIRMINGHAM,ALABAMA,35205,UNITED STATES
L'OPTIQUE (ALL SOULS),7 ALL SOULS CRESCENT,ASHEVILLE,NORTH CAROLINA,28803,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
,,,,,
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
L'OPTIQUE (ALL SOULS),7 ALL SOULS CRESCENT,ASHEVILLE,NORTH CAROLINA,28803,UNITED STATES
,,,,,
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
THE EYE GALLERY,3330 PIEDMONT ROAD NE,ATLANTA,GEORGIA,30305,UNITED STATES
LESTANNE OPTICIANS,110 E. ANDREWS DRIVE,ATLANTA,GEORGIA,30305,UNITED STATES
ROSWELL EYE CLINICS,1190 GRIMES BRIDGE ROAD,ROSWELL,GEORGIA,30075,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
WHITLOCK OPTICAL,863 COLEMAN BLVD,MOUNT PLEASANT,SOUTH CAROLINA,29464,UNITED STATES
,,,,,
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
WHITLOCK OPTICAL,863 COLEMAN BLVD,MOUNT PLEASANT,SOUTH CAROLINA,29464,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
SOUTHPARK OPTICAL,4400 SHARON ROAD,CHARLOTTE,NORTH CAROLINA,28211,UNITED STATES
DILWORTH EYE ASSOCIATES,1820 EAST BLVD.,CHARLOTTE,NORTH CAROLINA,28203,UNITED STATES
DR. STEVEN C. MOORE & ASSOCIATES,100 N. TRYON  STREET,CHARLOTTE,NORTH CAROLINA,28202,UNITED STATES
I C OPTICS,75 JOHN PORTMAN BLVD.,ATLANTA,GEORGIA,30303,UNITED STATES
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120",ATLANTA,GEORGIA,30361,UNITED STATES
,,,,,
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
WHITLOCK OPTICAL,863 COLEMAN BLVD,MOUNT PLEASANT,SOUTH CAROLINA,29464,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
SOUTHPARK OPTICAL,4400 SHARON ROAD,CHARLOTTE,NORTH CAROLINA,28211,UNITED STATES
DILWORTH EYE ASSOCIATES,1820 EAST BLVD.,CHARLOTTE,NORTH CAROLINA,28203,UNITED STATES
DR. STEVEN C. MOORE & ASSOCIATES,100 N. TRYON  STREET,CHARLOTTE,NORTH CAROLINA,28202,UNITED STATES
CARLIN VISION,2377 LENORA CHURCH ROAD,SNELLVILLE,GEORGIA,30078,UNITED STATES
L'OPTIQUE (ALL SOULS),7 ALL SOULS CRESCENT,ASHEVILLE,NORTH CAROLINA,28803,UNITED STATES
CUSTOM EYES,1540 S. 2ND STREET,WILMINGTON,NORTH CAROLINA,28401,UNITED STATES
,,,,,
WHITLOCK OPTICAL,863 COLEMAN BLVD,MOUNT PLEASANT,SOUTH CAROLINA,29464,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
SOUTHPARK OPTICAL,4400 SHARON ROAD,CHARLOTTE,NORTH CAROLINA,28211,UNITED STATES
DILWORTH EYE ASSOCIATES,1820 EAST BLVD.,CHARLOTTE,NORTH CAROLINA,28203,UNITED STATES
DR. STEVEN C. MOORE & ASSOCIATES,100 N. TRYON  STREET,CHARLOTTE,NORTH CAROLINA,28202,UNITED STATES
CUSTOM EYES,1540 S. 2ND STREET,WILMINGTON,NORTH CAROLINA,28401,UNITED STATES
FAMILY VISION PC,2808 E NORTH AVE,ANDERSON,SOUTH CAROLINA,29625,UNITED STATES
DIGBY EYEWEAR,719 GREEN VALLEY RD.,GREENSBORO,NORTH CAROLINA,27408,UNITED STATES
UPCHURCH OPTICAL,5826 FAYETTEVILLE ROAD,DURHAM,NORTH CAROLINA,27713,UNITED STATES
,,,,,
WHITLOCK OPTICAL,863 COLEMAN BLVD,MOUNT PLEASANT,SOUTH CAROLINA,29464,UNITED STATES
THE EYESITE OF BLUFFTON,104 BUCKWALTER PARKWAY,BLUFFTON,SOUTH CAROLINA,29910,UNITED STATES
DEVINE EYES,2421 DEVINE STREET,COLUMBIA,SOUTH CAROLINA,29205,UNITED STATES
CUSTOM EYES,1540 S. 2ND STREET,WILMINGTON,NORTH CAROLINA,28401,UNITED STATES
SOUTHPARK OPTICAL,4400 SHARON ROAD,CHARLOTTE,NORTH CAROLINA,28211,UNITED STATES
DILWORTH EYE ASSOCIATES,1820 EAST BLVD.,CHARLOTTE,NORTH CAROLINA,28203,UNITED STATES
DR. STEVEN C. MOORE & ASSOCIATES,100 N. TRYON  STREET,CHARLOTTE,NORTH CAROLINA,28202,UNITED STATES
THE SPECTACLE,4209 LASSITER MILL ROAD,RALEIGH,NORTH CAROLINA,27609,UNITED STATES
FOR YOUR EYES ONLY,6325 FALLS OF NEUSE ROAD,RALEIGH,NORTH CAROLINA,27615,UNITED STATES
UPCHURCH OPTICAL,5826 FAYETTEVILLE ROAD,DURHAM,NORTH CAROLINA,27713,UNITED STATES
,,,,,
FAIRWAY EYE CENTER OF LEAWOOD,11707 ROE AVE,LEAWOOD,KANSAS,66211,UNITED STATES
KANSAS CITY EYE CLINIC OPT,7504 ANTIOCH ROAD,OVERLAND PARK,KANSAS,66204,UNITED STATES
DICK STORY OPTICAL,5631 N. PENNSYLVANIA,OKLAHOMA CITY,OKLAHOMA,73112,UNITED STATES
LITTLE ROCK EYE CLINIC OPT DEP,201 EXECUTIVE COURT,LITTLE ROCK,ARKANSAS,72205,UNITED STATES
,,,,,
MIRAMAR EYE SPECIALISTS,2230 LYNN ROAD,THOUSAND OAKS,CALIFORNIA,91360,UNITED STATES
ROGERS OPTICAL,672 LINDERO CANYON ROAD,OAK PARK,CALIFORNIA,91377,UNITED STATES
DR. MATTHEW ALPERT,20929 VENTURA BLVD.,WOODLAND HILLS,CALIFORNIA,91364,UNITED STATES
OPTICAL UNIVERSE,18663 VENTURA BLVD.,TARZANA,CALIFORNIA,91356,UNITED STATES
OPTICAL OUTLOOK,437 N. BEDFORD DRIVE,BEVERLY HILLS,CALIFORNIA,90210,UNITED STATES
EYES OF THE MARINA,"13455 MAXELLA AVENUE, #135",MARINA DEL REY,CALIFORNIA,90292,UNITED STATES
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
SIERRA EYE GROUP,2830 WEST MAIN STREET,VISALIA,CALIFORNIA,93291,UNITED STATES
,,,,,
MIRAMAR EYE SPECIALISTS,2230 LYNN ROAD,THOUSAND OAKS,CALIFORNIA,91360,UNITED STATES
ROGERS OPTICAL,672 LINDERO CANYON ROAD,OAK PARK,CALIFORNIA,91377,UNITED STATES
DR. MATTHEW ALPERT,20929 VENTURA BLVD.,WOODLAND HILLS,CALIFORNIA,91364,UNITED STATES
OPTICAL UNIVERSE,18663 VENTURA BLVD.,TARZANA,CALIFORNIA,91356,UNITED STATES
OPTICAL OUTLOOK,437 N. BEDFORD DRIVE,BEVERLY HILLS,CALIFORNIA,90210,UNITED STATES
EYES OF THE MARINA,"13455 MAXELLA AVENUE, #135",MARINA DEL REY,CALIFORNIA,90292,UNITED STATES
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
,,,,,
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
OPTICAL OUTLOOK,437 N. BEDFORD DRIVE,BEVERLY HILLS,CALIFORNIA,90210,UNITED STATES
OPTICAL UNIVERSE,18663 VENTURA BLVD.,TARZANA,CALIFORNIA,91356,UNITED STATES
DR. MATTHEW ALPERT,20929 VENTURA BLVD.,WOODLAND HILLS,CALIFORNIA,91364,UNITED STATES
EYES OF THE MARINA,"13455 MAXELLA AVENUE, #135",MARINA DEL REY,CALIFORNIA,90292,UNITED STATES
ROGERS OPTICAL,672 LINDERO CANYON ROAD,OAK PARK,CALIFORNIA,91377,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
MIRAMAR EYE SPECIALISTS,2230 LYNN ROAD,THOUSAND OAKS,CALIFORNIA,91360,UNITED STATES
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
,,,,,
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
OPTICAL OUTLOOK,437 N. BEDFORD DRIVE,BEVERLY HILLS,CALIFORNIA,90210,UNITED STATES
EYES OF THE MARINA,"13455 MAXELLA AVENUE, #135",MARINA DEL REY,CALIFORNIA,90292,UNITED STATES
GRIFFIN OPTOMETRIC,1001 AVENIDA PICO,SAN CLEMENTE,CALIFORNIA,92673,UNITED STATES
OPTICAL UNIVERSE,18663 VENTURA BLVD.,TARZANA,CALIFORNIA,91356,UNITED STATES
DR. MATTHEW ALPERT,20929 VENTURA BLVD.,WOODLAND HILLS,CALIFORNIA,91364,UNITED STATES
ROGERS OPTICAL,672 LINDERO CANYON ROAD,OAK PARK,CALIFORNIA,91377,UNITED STATES
,,,,,
DESERT VISION,555 SOUTH SUNRISE WAY,PALM SPRINGS,CALIFORNIA,92264,UNITED STATES
OLD TOWN OPTOMETRY,78-015 MAIN STREET,LA QUINTA,CALIFORNIA,92253,UNITED STATES
GRIFFIN OPTOMETRIC,1001 AVENIDA PICO,SAN CLEMENTE,CALIFORNIA,92673,UNITED STATES
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
THE UNOPTICAL,633 SOUTH COAST HWY 101,ENCINITAS,CALIFORNIA,92024,UNITED STATES
THE UNOPTICAL,633 South Coast Highway 101,ENCINITAS,CA,92024,UNITED STATES
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
OPTICAL OUTLOOK,437 N. BEDFORD DRIVE,BEVERLY HILLS,CALIFORNIA,90210,UNITED STATES
,,,,,
OLD TOWN OPTOMETRY,78-015 MAIN STREET,LA QUINTA,CALIFORNIA,92253,UNITED STATES
DESERT VISION,555 SOUTH SUNRISE WAY,PALM SPRINGS,CALIFORNIA,92264,UNITED STATES
GRIFFIN OPTOMETRIC,1001 AVENIDA PICO,SAN CLEMENTE,CALIFORNIA,92673,UNITED STATES
THE UNOPTICAL,633 SOUTH COAST HWY 101,ENCINITAS,CALIFORNIA,92024,UNITED STATES
THE UNOPTICAL,633 South Coast Highway 101,ENCINITAS,CA,92024,UNITED STATES
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
ARENA EYEWORKS,3750 SPORTS ARENA BLVD.,SAN DIEGO,CALIFORNIA,92110,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
OPTIKOS OPTOMETRY,3680 WILSHIRE BLVD.,LOS ANGELES,CALIFORNIA,90010,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
,,,,,
OLD TOWN OPTOMETRY,78-015 MAIN STREET,LA QUINTA,CALIFORNIA,92253,UNITED STATES
DESERT VISION,555 SOUTH SUNRISE WAY,PALM SPRINGS,CALIFORNIA,92264,UNITED STATES
THE UNOPTICAL,633 SOUTH COAST HWY 101,ENCINITAS,CALIFORNIA,92024,UNITED STATES
THE UNOPTICAL,633 South Coast Highway 101,ENCINITAS,CA,92024,UNITED STATES
ARENA EYEWORKS,3750 SPORTS ARENA BLVD.,SAN DIEGO,CALIFORNIA,92110,UNITED STATES
GRIFFIN OPTOMETRIC,1001 AVENIDA PICO,SAN CLEMENTE,CALIFORNIA,92673,UNITED STATES
DR. BRYANT VO,5327 UNIVERSITY DRIVE,IRVINE,CALIFORNIA,92612,UNITED STATES
BELMONT SHORE OPTOMETRIC,5219 E. 2ND STREET,LONG BEACH,CALIFORNIA,90803,UNITED STATES
SEVEN HILLS VISION CENTER,10608 S. EASTERN AVENUE,HENDERSON,NEVADA,89052,UNITED STATES
STYLE OF OPTICS,2315 PACIFIC COAST HIGHWAY,LOMITA,CALIFORNIA,90717,UNITED STATES
,,,,,
OLD TOWN OPTOMETRY,78-015 MAIN STREET,LA QUINTA,CALIFORNIA,92253,UNITED STATES
DESERT VISION,555 SOUTH SUNRISE WAY,PALM SPRINGS,CALIFORNIA,92264,UNITED STATES
RAY GLASSES,3631 E. INDIAN SCHOOL ROAD,PHOENIX,ARIZONA,85018,UNITED STATES
OPTICAL SHOP OF ASPEN,15054 N. SCOTTSDALE RD.  #160,SCOTTSDALE,ARIZONA,85254,UNITED STATES
OPTICAL EXPRESSIONS,"6137 N- SCOTTSDALE ROAD, SUITE 113",SCOTTSDALE,ARIZONA,85250,UNITED STATES
SEVEN HILLS VISION CENTER,10608 S. EASTERN AVENUE,HENDERSON,NEVADA,89052,UNITED STATES
THE UNOPTICAL,633 SOUTH COAST HWY 101,ENCINITAS,CALIFORNIA,92024,UNITED STATES
