ROWAN EYE CENTER INC,5305 GRAND BLVD,NEW PORT RICHEY,FL,34652-4014,US
INSIGHT FAMILY EYECARE,27607 STATE ROAD 56 UNIT 101,WESLEY CHAPEL,FL,33544-8835,US
MISADA LTD INC,1371 TOWN CENTER DR,LAKELAND,FL,33803,US
MyEyeDr.,4337 South Florida Ave,Lakeland,FL,33813,US
MED-135,4337 S FLORIDA AVE,LAKELAND,FL,33813,US
EYE SPECIALIST,2004 COUNTY ROAD 540 A,LAKELAND,FL,33813,US
LINSEY EYECARE,8936 US HIGHWAY 19,PORT RICHEY,FL,34668-5244,US
EYE SPECIALISTS OF MID FL,5032 US HIGHWAY 27 N,SEBRING,FL,33870-1354,US
NEWSOME EYE & LASER CENTER,4211 US HIGHWAY 27 N,SEBRING,FL,33870,US
NEWSOME EYE & LASER CENTER,4211 US HIGHWAY 27 N,SEBRING,FL,33870,US
MED-132,3600 US 27 N,SEBRING,FL,33870,US
MyEyeDr.,3600 US 27 North,Sebring,FL,33870,US
EYE SPECIALIST,2004 COUNTY ROAD 540 A,LAKELAND,FL,33813,US
EYE SPECIALISTS OF MID FL,2800A RIDGE WAY STE 100,LAKE WALES,FL,33859-6807,US
MED-135,4337 S FLORIDA AVE,LAKELAND,FL,33813,US
MyEyeDr.,4337 South Florida Ave,Lakeland,FL,33813,US
EYE SPECIALISTS,407 AVENUE K SE,WINTER HAVEN,FL,33880-4126,US
KEVIN HENNE OD,410 E CENTRAL AVE,WINTER HAVEN,FL,33880-3050,US
MED-134,215 FIRST ST N STE 100,WINTER HAVEN,FL,33881,US
MyEyeDr.,215 First St North,Winter Haven,FL,33881,US
MISADA LTD INC,1371 TOWN CENTER DR,LAKELAND,FL,33803,US
SOUTHERN EYE CARE ASSOCIATES LLC,3307 LITHA PINECREST RD,VALRICO,FL,33596,US
DR. BARRY GAFFNEY,2002 S ALEXANDER ST,PLANT CITY,FL,33563-8410,US
KENT M SIEBOLDT OD PA,324 E BLOOMINGDALE AVE,BRANDON,FL,33511-8155,US
EYE SITE CENTER INC,9433 BALM RIVERVIEW RD STE 102,RIVERVIEW,FL,33569,US
VISION SOURCE,1180 NIKKI VIEW DR,BRANDON,FL,33511-4868,US
EYE SPECIALISTS,100 PATTERSON RD,HAINES CITY,FL,33844-7840,US
FAMILY VISION ENTERPRISES INC,1929A W BRANDON BLVD,BRANDON,FL,33511,US
SINCLAIR & CAMP/EYECARE E,9122 58TH DR E,BRADENTON,FL,34202-9187,US
MyEyeDr.,1040 Cypress Pkwy,Kissimmee,FL,34759,US
MED-128,1040 CYPRESS PKWY,KISSIMMEE,FL,34759,US
SARAH REGAL OD LLC,3802A BRITTON PLAZA,TAMPA,FL,33611-1406,US
NEWSOM EYE & LASER CENTER INC,113 S ARMENIA AVE,TAMPA,FL,33609,US
NEWSOM EYE & LASER CENTER INC,113 S ARMENIA AVE,TAMPA,FL,33609,US
EYE CENTER INC,2003 CORTEZ RD W,BRADENTON,FL,34207-1241,US
FLORIDA MEDICAL CTR-CENTER OPTICAL,13602 N 46TH ST,TAMPA,FL,33613,US
MyEyeDr.,3600 US 27 North,Sebring,FL,33870,US
MED-132,3600 US 27 N,SEBRING,FL,33870,US
EYE SPECIALISTS OF MID FL,5032 US HIGHWAY 27 N,SEBRING,FL,33870-1354,US
NEWSOME EYE & LASER CENTER,4211 US HIGHWAY 27 N,SEBRING,FL,33870,US
NEWSOME EYE & LASER CENTER,4211 US HIGHWAY 27 N,SEBRING,FL,33870,US
BREVARD EYE CENTER,PALM BAY WEST,PALM BAY,FL,32907,US
EYE SUPPLY LLC,785 N WICKHAM RD STE 106,MELBOURNE,FL,32935-8857,US
BREVARD EYE CENTER,665 S APOLLO BLVD,MELBOURNE,FL,32901,US
FLORIDA VISION OPT-INNOVATION,10050 SW INNOVATION WY STE 101,PORT SAINT LUCIE,FL,34987,US
ENVISION EYECARE OPTIQUE,300 NW BETHANY DR,PORT SAINT LUCIE,FL,34986-1766,US
FLORIDA VISION OPTIQUE,10050 SW INNOVATION WAY STE 101,PORT SAINT LUCIE,FL,34987,US
EYECARE IN BREVARD INC,3200 N WICKHAM RD STE 1,MELBOURNE,FL,32935-2321,US
EYE SPECIALISTS OF MID FL,2800A RIDGE WAY STE 100,LAKE WALES,FL,33859-6807,US
MED-128,1040 CYPRESS PKWY,KISSIMMEE,FL,34759,US
MyEyeDr.,1040 Cypress Pkwy,Kissimmee,FL,34759,US
ENVISION EYECARE OPTIQUE,300 NW BETHANY DR,PORT SAINT LUCIE,FL,34986-1766,US
OPTICAL WORLD,3054 NW FEDERAL HWY,JENSEN BEACH,FL,34957-4448,US
FLORIDA VISION OPTIQUE,10050 SW INNOVATION WAY STE 101,PORT SAINT LUCIE,FL,34987,US
FLORIDA VISION OPT-INNOVATION,10050 SW INNOVATION WY STE 101,PORT SAINT LUCIE,FL,34987,US
FLORIDA VISION OPTIQUE-STUART,1050 SE MONTEREY RD STE 103,STUART,FL,34994,US
BREVARD EYE CENTER,PALM BAY WEST,PALM BAY,FL,32907,US
BREVARD EYE CENTER,665 S APOLLO BLVD,MELBOURNE,FL,32901,US
EYE SUPPLY LLC,785 N WICKHAM RD STE 106,MELBOURNE,FL,32935-8857,US
DR JOEL N HERSCH,935 MILITARY TRL STE 101,JUPITER,FL,33458-7009,US
EYECARE IN BREVARD INC,3200 N WICKHAM RD STE 1,MELBOURNE,FL,32935-2321,US
ORTIZ ARVAYO EDUARDO FRANCISCO,MARIANO MATAMOROS No. 51,HERMOSILLO,,83000,MX
MAZOUZ FARID,PASAJE PLAZA LEY EL VIGIA LOC G11,GUAYMAS,,85440,MX
SANCHEZ ESTRADA NADIA ZULEMA,CALZADA AGUSTIN GARCIA LOPEZ,GUAYMAS,,85440,MX
A977 GUAYMAS EL VIGIA,CLZDA AGUSTIN GARCIA LOPEZ 1001,GUAYMAS,,85440,MX
BARRERA VARGAS MARCO ANTONIO,AV. AQUILES SERDAN No. 538,GUAYMAS,,85400,MX
BARRERA VARGAS MARCO ANTONIO,AV. AQUILES SERDAN No. 538,GUAYMAS,,85400,MX
MAZOUZ FARID,PASAJE PLAZA LEY EL VIGIA LOC G11,GUAYMAS,,85440,MX
A977 GUAYMAS EL VIGIA,CLZDA AGUSTIN GARCIA LOPEZ 1001,GUAYMAS,,85440,MX
SANCHEZ ESTRADA NADIA ZULEMA,CALZADA AGUSTIN GARCIA LOPEZ,GUAYMAS,,85440,MX
B037 SENDERO HERMOSILLO,AV PERIFERICO ORIENTE 1274,HERMOSILLO,,83290,MX
B123 SENDERO HERMOSILLO,AV PERIFERICO ORIENTE 1274 LOC F-7,HERMOSILLO,,83290,MX
SALINAS MARQUEZ FRANCISCO JAVIER,COLOMBIA No. 50-B CTM,CUAUHTEMOC,,31510,MX
SANCHEZARMAS ALVELAIS EDUARDO,AV HIDALGO 645,CUCUHTEMOC,,31500,MX
OCHOA CASTILLO NADIA IVONE,AV HIDALGO 53,CUAUHTEMOC,,31500,MX
B861 CD CUAUHTEMOC CENTRO,AV IGNACIO ALLENDE 331,CUAUHTEMOC,,31500,MX
AGUIRRE ARREDONDO BRENDA,AV ALLENDE 421,CUAUHTEMOC,,31500,MX
CHAVEZ BARAY ALEJANDRO,CALLE TERCERA 136,CUAUHTEMOC,,31500,MX
A529 COPPEL CD CUAUHTEMOC,AV IGNACIO ALLENDE S/N,CUAUHTEMOC,,31500,MX
ZAPIEN MORENO ARACELI IVONNE,BOLIVAR 24 LOCAL 9 Y 10,CUAUHTEMOC,,6000,MX
LEOS LARA LETICIA,AV 16 DE SEPTIEMBRE LOC 2,CUAUHTEMOC,,31560,MX
LEOS LARA LETICIA,AV 16 DE SEPTIEMBRE LOC 2,CUAUHTEMOC,,31560,MX
ZAPIEN MORENO ARACELI IVONNE,BOLIVAR 24 LOCAL 9 Y 10,CUAUHTEMOC,,6000,MX
A529 COPPEL CD CUAUHTEMOC,AV IGNACIO ALLENDE S/N,CUAUHTEMOC,,31500,MX
CHAVEZ BARAY ALEJANDRO,CALLE TERCERA 136,CUAUHTEMOC,,31500,MX
B861 CD CUAUHTEMOC CENTRO,AV IGNACIO ALLENDE 331,CUAUHTEMOC,,31500,MX
OCHOA CASTILLO NADIA IVONE,AV HIDALGO 53,CUAUHTEMOC,,31500,MX
SANCHEZARMAS ALVELAIS EDUARDO,AV HIDALGO 645,CUCUHTEMOC,,31500,MX
AGUIRRE ARREDONDO BRENDA,AV ALLENDE 421,CUAUHTEMOC,,31500,MX
SALINAS MARQUEZ FRANCISCO JAVIER,COLOMBIA No. 50-B CTM,CUAUHTEMOC,,31510,MX
A738 CHIH. PLAZA. DEL SOL,PERIFERICO DE LA JUVENTUD 3501,CHIHUAHUA,,31238,MX
EM: SUC. 26 SOL CHIHUAHUA (SCH) -,PERIF. DE LA JUVENTUD No. 3501,CHIHUAHUA,,31207,MX
B296 CHIH SEARS PZA DEL SOL,PERIF DE LA JUVENTUD S/N,CHIHUAHUA,,31214,MX
A541 COPPEL JUVENTUD CHIHUAHUA,PERIF PERIFERICO DE LA JUVENTUD 401,CHIHUAHUA,,31109,MX
1003 CHIHUAHUA,AV PERIFERICO DE LA JUVENTUD 6302,CHIHUAHUA,,31125,MX
PASOS GONZALEZ CLAUDIA CECILIA,AV AMERICAS 1403,CHIHUAHUA,,31210,MX
ARVIZO BAROUSSE VICTOR MANUEL,AV MIRADOR 4309-TORRE,CHIHUAHUA,,31213,MX
1108 CHIHUAHUA,INDIANA No. 3300-E,FRACC. LAS AGUILAS,,31230,MX
PASOS DELGADO JORGE DAMIAN,ANTONIO ORTIZ MENA No. 1808,CHIHUAHUA,,31205,MX
ROBLES MUNIZ KARLA MARIBEL,AV MIRADOR 3725 A,CHIHUAHUA,,31205,MX
TORRES JURADO LORENA,AV MIRADOR 3725 INT A,CHIHUAHUA,,31205,MX
VALDEZ VELAZQUEZ JOSE ALFREDO,JOSE MARTI No. 3111,CHIHUAHUA,,31203,MX
TREVIZO RASCON UBALDINA,AV UNIVERSIDAD 3501,CHIHUAHUA,,31106,MX
GRADO BARRAZA DANIELA,PASCUAL OROZCO 912 LOC 4,CHIHUAHUA,,31203,MX
VILLAGRAN LUJAN CLAUDIA ADRIANA,AV PASCUAL OROZCO 909-2,CHIHUAHUA,,31203,MX
EM: MATRIZ - OPERADORA DE OPTICAS,AV. UNIVERSIDAD No. 1905,CHIHUAHUA,,31203,MX
B722 COPPEL DOSTOYESKY,AV ALEJANDRO DUMAS 15702,CHIHUAHUA,,31136,MX
SERVICIOS VISUALES SANTA LUCIA S.,AV. JUAN ALDAMA 407 B,CHIHUAHUA,,31000,MX
FELIX COBOS MARIA,AV INDEPENDENCA 610,CHIHUAHUA,,31000,MX
COBOS MARTINEZ AURORA,AV INDEPENDENCIA 610,CHIHUAHUA,,31000,MX
A512 COPPEL NINOS HEROES CHIHUAHUA,AV NINOS HEROES 309,CHIHUAHUA,,31000,MX
EM: OPTIMEX DISTRITO UNO - OPERADOR,VIA LOMBARDINA 5705 E-1 LOC 102,CHIHUAHUA,,31110,MX
A976 CHIH LIBERTAD,LIBERTAD 328,CHIHUAHUA,,31000,MX
EM: DURAN SANDOVAL CARMEN EDITH,CALLE ALDAMA 504-A,CHIHUAHUA,,31000,MX
EM: HERNANDEZ HERNANDEZ DIVA ESMERA,CALLE JUAN ALDAMA No. 513,CHIHUAHUA,,31000,MX
"AUDIOPTICOS, SA DE CV",AV NINOS HEROES No 1307,CHIHUAHUA,,31000,MX
SERVICIOS OPTICOS Y AUDITIVO,FEDOR DOSTOIEVSKY No. 310-12,CHIHUAHUA,,31136,MX
B729 SENDERO CHIHUAHUA,AV ALEJANDRO DUMAS 11377 LOC 8C,CHIHUAHUA,,31136,MX
EM: SUC. 63 JUAREZ (SEC) - OPTICAS,AV. ALEJANDRO DUMAS No. 11377,CHIHUAHUA,,31136,MX
TORRES MEZA MARCO ANTONIO,HIDALGO 808,MEOQUI,,33130,MX
FELIX COBOS MARIA,AV INDEPENDENCA 610,CHIHUAHUA,,31000,MX
COBOS MARTINEZ AURORA,AV INDEPENDENCIA 610,CHIHUAHUA,,31000,MX
EM: DURAN SANDOVAL CARMEN EDITH,CALLE ALDAMA 504-A,CHIHUAHUA,,31000,MX
SERVICIOS VISUALES SANTA LUCIA S.,AV. JUAN ALDAMA 407 B,CHIHUAHUA,,31000,MX
EM: HERNANDEZ HERNANDEZ DIVA ESMERA,CALLE JUAN ALDAMA No. 513,CHIHUAHUA,,31000,MX
A976 CHIH LIBERTAD,LIBERTAD 328,CHIHUAHUA,,31000,MX
"AUDIOPTICOS, SA DE CV",AV NINOS HEROES No 1307,CHIHUAHUA,,31000,MX
A512 COPPEL NINOS HEROES CHIHUAHUA,AV NINOS HEROES 309,CHIHUAHUA,,31000,MX
EM: OPTIMEX DISTRITO UNO - OPERADOR,VIA LOMBARDINA 5705 E-1 LOC 102,CHIHUAHUA,,31110,MX
GRUPO OPTICO HS SA DE CV,CALLE 3A NORTE No. 321,DELICIAS,,33000,MX
PASOS DELGADO JORGE DAMIAN,ANTONIO ORTIZ MENA No. 1808,CHIHUAHUA,,31205,MX
EM: SUC. 26 SOL CHIHUAHUA (SCH) -,PERIF. DE LA JUVENTUD No. 3501,CHIHUAHUA,,31207,MX
1108 CHIHUAHUA,INDIANA No. 3300-E,FRACC. LAS AGUILAS,,31230,MX
TORRES JURADO LORENA,AV MIRADOR 3725 INT A,CHIHUAHUA,,31205,MX
ROBLES MUNIZ KARLA MARIBEL,AV MIRADOR 3725 A,CHIHUAHUA,,31205,MX
A518 COPPEL PRIMAVERA DELICIAS,AV PRIMERA PONIENTE 201,DELICIAS,,33000,MX
B424 CD DELICIAS SORIANA,CALZ GOMEZ MORIN 500 L 4 7,DELICIAS,,33070,MX
ARVIZO BAROUSSE VICTOR MANUEL,AV MIRADOR 4309-TORRE,CHIHUAHUA,,31213,MX
GRADO BARRAZA DANIELA,PASCUAL OROZCO 912 LOC 4,CHIHUAHUA,,31203,MX
VILLAGRAN LUJAN CLAUDIA ADRIANA,AV PASCUAL OROZCO 909-2,CHIHUAHUA,,31203,MX
VALDEZ VELAZQUEZ JOSE ALFREDO,JOSE MARTI No. 3111,CHIHUAHUA,,31203,MX
A738 CHIH. PLAZA. DEL SOL,PERIFERICO DE LA JUVENTUD 3501,CHIHUAHUA,,31238,MX
A693 COPPEL DEL CHARRO,AV PRIVADA CALZADA DEL CARRO 305,DELICIAS,,33000,MX
EM: MATRIZ - OPERADORA DE OPTICAS,AV. UNIVERSIDAD No. 1905,CHIHUAHUA,,31203,MX
TREVIZO RASCON UBALDINA,AV UNIVERSIDAD 3501,CHIHUAHUA,,31106,MX
B296 CHIH SEARS PZA DEL SOL,PERIF DE LA JUVENTUD S/N,CHIHUAHUA,,31214,MX
PASOS GONZALEZ CLAUDIA CECILIA,AV AMERICAS 1403,CHIHUAHUA,,31210,MX
A541 COPPEL JUVENTUD CHIHUAHUA,PERIF PERIFERICO DE LA JUVENTUD 401,CHIHUAHUA,,31109,MX
1003 CHIHUAHUA,AV PERIFERICO DE LA JUVENTUD 6302,CHIHUAHUA,,31125,MX
B729 SENDERO CHIHUAHUA,AV ALEJANDRO DUMAS 11377 LOC 8C,CHIHUAHUA,,31136,MX
B722 COPPEL DOSTOYESKY,AV ALEJANDRO DUMAS 15702,CHIHUAHUA,,31136,MX
EM: SUC. 63 JUAREZ (SEC) - OPTICAS,AV. ALEJANDRO DUMAS No. 11377,CHIHUAHUA,,31136,MX
SERVICIOS OPTICOS Y AUDITIVO,FEDOR DOSTOIEVSKY No. 310-12,CHIHUAHUA,,31136,MX
TORRES MEZA MARCO ANTONIO,HIDALGO 808,MEOQUI,,33130,MX
GRUPO OPTICO HS SA DE CV,CALLE 3A NORTE No. 321,DELICIAS,,33000,MX
B424 CD DELICIAS SORIANA,CALZ GOMEZ MORIN 500 L 4 7,DELICIAS,,33070,MX
A518 COPPEL PRIMAVERA DELICIAS,AV PRIMERA PONIENTE 201,DELICIAS,,33000,MX
A693 COPPEL DEL CHARRO,AV PRIVADA CALZADA DEL CARRO 305,DELICIAS,,33000,MX
1033 PIEDRAS NEGRAS,LIBRAMIENTO MANUEL PEREZ TREVIÑO,PIEDRAS NEGRAS,,26080,MX
B414 PIEDRAS NEGRAS SORIANA,AV INDUSTRIAL  203 L10 11,PIEDRAS NEGRAS,,26070,MX
EM: SAN VICENTE MORALES ALFONSO,CALLE 3 NORTE 0321 A,DELICIAS,,33000,MX
A991 PIEDRAS NEGRAS CENTRO,ZARAGOZA 325,PIEDRAS NEGRAS,,26000,MX
A595 COPPEL PLAZA FIES,JIMENEZ 504,PIEDRAS NEGRAS,,26000,MX
A991 PIEDRAS NEGRAS CENTRO,ZARAGOZA 325,PIEDRAS NEGRAS,,26000,MX
A595 COPPEL PLAZA FIES,JIMENEZ 504,PIEDRAS NEGRAS,,26000,MX
EM: SAN VICENTE MORALES ALFONSO,CALLE 3 NORTE 0321 A,DELICIAS,,33000,MX
1033 PIEDRAS NEGRAS,LIBRAMIENTO MANUEL PEREZ TREVIÑO,PIEDRAS NEGRAS,,26080,MX
B414 PIEDRAS NEGRAS SORIANA,AV INDUSTRIAL  203 L10 11,PIEDRAS NEGRAS,,26070,MX
FIVE POINTS EYECARE PLLC,4101 IH 69 ACCESS RD STE B3,CORPUS CHRISTI,TX,78410-4542,US
COASTAL BEND EYE CENTER PA,900 MORGAN AVE,CORPUS CHRISTI,TX,78404,US
COASTAL BEND EYE CENTER PA,900 MORGAN AVE,CORPUS CHRISTI,TX,78404,US
DR BRIAN SHANDLEY,120 HIGHWAY 332 W STE A5,LAKE JACKSON,TX,77566-4017,US
LINSEY EYECARE,8936 US HIGHWAY 19,PORT RICHEY,FL,34668-5244,US
ROWAN EYE CENTER INC,5305 GRAND BLVD,NEW PORT RICHEY,FL,34652-4014,US
DR MARIA LOULOURGAS PA,928 CURLEW RD,DUNEDIN,FL,34698,US
MARGARET A DHIMA PA,3002 STARKEY BLVD,NEW PORT RICHEY,FL,34655,US
ON SIGHT OPTICAL INC,2120 CALUMET ST  STE 3,CLEARWATER,FL,33765,US
ON SIGHT OPTICAL INC.,2120 CALUMET ST STE 3,CLEARWATER,FL,33765-1325,US
PRECISION CATARACT & LASR,11025 SPRING HILL DR,SPRING HILL,FL,34608-5049,US
LINSEY EYECARE,8936 US HIGHWAY 19,PORT RICHEY,FL,34668-5244,US
ROWAN EYE CENTER INC,5305 GRAND BLVD,NEW PORT RICHEY,FL,34652-4014,US
MARGARET A DHIMA PA,3002 STARKEY BLVD,NEW PORT RICHEY,FL,34655,US
INSIGHT FAMILY EYECARE,27607 STATE ROAD 56 UNIT 101,WESLEY CHAPEL,FL,33544-8835,US
LUCKEY EYE LLC,2306 GREENBRANCH DR STE 102,WESLEY CHAPEL,FL,33544,US
NEWSOM EYE & LASER CENTER INC,13904 N DALE MABRY HWY STE 200,TAMPA,FL,33618,US
ANDERSON EYE CARE CENTER,719 W FLETCHER AVE,TAMPA,FL,33612-3422,US
NEW TAMPA EYE INSTITUTE,13930 7TH ST,DADE CITY,FL,33525,US
FLORIDA MEDICAL CTR-CENTER OPTICAL,13602 N 46TH ST,TAMPA,FL,33613,US
ELOA MILROY TAMPA 20011,5067 SAVARESE CIRCLE,TAMPA,FL,33634,US
DR MARIA LOULOURGAS PA,928 CURLEW RD,DUNEDIN,FL,34698,US
ON SIGHT OPTICAL INC,2120 CALUMET ST  STE 3,CLEARWATER,FL,33765,US
ON SIGHT OPTICAL INC.,2120 CALUMET ST STE 3,CLEARWATER,FL,33765-1325,US
MED-278,2643 GULF TO BAY BLVD STE 1520,CLEARWATER,FL,33759,US
MyEyeDr.,2643 Gulf to Bay Blvd,Clearwater,FL,33759,US
NEWSOM EYE & LASER CENTER INC,113 S ARMENIA AVE,TAMPA,FL,33609,US
NEWSOM EYE & LASER CENTER INC,113 S ARMENIA AVE,TAMPA,FL,33609,US
VICTOR NOTHNAGEL OD,2332 HIGHWAY 44 W,INVERNESS,FL,34453-3856,US
CITRUS VISION - CR,2332 HWY 44 W,INVERNESS,FL,34453,US
SARAH REGAL OD LLC,3802A BRITTON PLAZA,TAMPA,FL,33611-1406,US
OPTICAL FACTORY-SHOWROOM,800 E BAY DR STE G,LARGO,FL,33770-2553,US
LEE SHETTLE DO PA,13113 66TH ST N,LARGO,FL,33773,US
FAMILY VISION ENTERPRISES INC,1929A W BRANDON BLVD,BRANDON,FL,33511,US
ELOA FUTURE OPTICS CLEARWATER 20641,11333 47TH ST N,CLEARWATER,FL,33762,US
VISION SOURCE,1180 NIKKI VIEW DR,BRANDON,FL,33511-4868,US
DR. BARRY GAFFNEY,2002 S ALEXANDER ST,PLANT CITY,FL,33563-8410,US
KENT M SIEBOLDT OD PA,324 E BLOOMINGDALE AVE,BRANDON,FL,33511-8155,US
EYE SITE CENTER INC,9433 BALM RIVERVIEW RD STE 102,RIVERVIEW,FL,33569,US
RYCZEK STOCK ORDERS,4359 35TH ST N,SAINT PETERSBURG,FL,33714,US
SOUTHERN EYE CARE ASSOCIATES LLC,3307 LITHA PINECREST RD,VALRICO,FL,33596,US
SUNCOAST MEDICAL CLC,620 10TH ST N STE 2C,SAINT PETERSBURG,FL,33705,US
TARA CAMARGO OD,929 1ST AVE N,SAINT PETERSBURG,FL,33705,US
RICHARD SORKIN OD PA,5100 CENTRAL AVE,SAINT PETERSBURG,FL,33707-1833,US
MID FLORIDA EYE CENTER-WILDWOOD,5743 WILLIAMSBURG LN,WILDWOOD,FL,34785,US
MISADA LTD INC,1371 TOWN CENTER DR,LAKELAND,FL,33803,US
MyEyeDr.,4337 South Florida Ave,Lakeland,FL,33813,US
MED-135,4337 S FLORIDA AVE,LAKELAND,FL,33813,US
EYE SPECIALISTS OF MID FL,1050 US HIGHWAY 27 STE 1,CLERMONT,FL,34714-7508,US
MICHAEL PENNACHIO,14244 STATE ROAD 50,CLERMONT,FL,34711-8003,US
UONG EYE CARE PA,3708 WINTER GARDEN VINELAND RD,WINTER GARDEN,FL,34787-5483,US
DR NEIL MACALI,1155 WINTER GARDEN VINELAND RD,WINTER GARDEN,FL,34787-4364,US
EYE SPECIALISTS,100 PATTERSON RD,HAINES CITY,FL,33844-7840,US
VANMOR VISION INC,4101 HUNTERS PARK LN STE 400,ORLANDO,FL,32837,US
SEAMAN FAMILY EYECARE,3948 TOWN CENTER BLVD,ORLANDO,FL,32837,US
NEW TAMPA EYE INSTITUTE,13930 7TH ST,DADE CITY,FL,33525,US
PREMIER VISION LLC,703 N MAIN ST,KISSIMMEE,FL,34744,US
COPELY EYE CLINIC,1455 W HOLDEN AVE,ORLANDO,FL,32839-1722,US
MyEyeDr.,1303 E Vine St,Kissimmee,FL,34744,US
MED-126,1303 E VINE ST,KISSIMMEE,FL,34744,US
MyEyeDr.,215 First St North,Winter Haven,FL,33881,US
MED-134,215 FIRST ST N STE 100,WINTER HAVEN,FL,33881,US
KEVIN HENNE OD,410 E CENTRAL AVE,WINTER HAVEN,FL,33880-3050,US
FLORIDA EYE CLINIC-MICHIGAN ST,345 W MICHIGAN ST STE 118,ORLANDO,FL,32806-4556,US
EYE SPECIALISTS,407 AVENUE K SE,WINTER HAVEN,FL,33880-4126,US
MyEyeDr.,1040 Cypress Pkwy,Kissimmee,FL,34759,US
MED-128,1040 CYPRESS PKWY,KISSIMMEE,FL,34759,US
FLORIDA EYE CLINIC-COLLEGE PARK,2917 EDGEWATER DR,ORLANDO,FL,32804,US
MISADA LTD INC,1371 TOWN CENTER DR,LAKELAND,FL,33803,US
DUY VY OD,2933 E COLONIAL DR,ORLANDO,FL,32803-5041,US
MyEyeDr.,4337 South Florida Ave,Lakeland,FL,33813,US
MED-135,4337 S FLORIDA AVE,LAKELAND,FL,33813,US
MED-691,1320 SHELFER ST,LEESBURG,FL,34748,US
SANDRA MAURO OD PA,5381 HOFFNER AVE,ORLANDO,FL,32812,US
FIRST IMAGE OPTICAL-MT DORA,17562 US HIGHWAY 441,MOUNT DORA,FL,32757-6711,US
PREMIER EYE ASSOCIATES,2255 S SEMORAN BLVD,ORLANDO,FL,32822-2703,US
EYE SPECIALIST,2004 COUNTY ROAD 540 A,LAKELAND,FL,33813,US
VANMOR VISION INC,7004 TAVISOCK LAKES BLVD STE 146,ORLANDO,FL,32827,US
EYE SPECIALISTS OF MID FL,2800A RIDGE WAY STE 100,LAKE WALES,FL,33859-6807,US
MARC H SHERMAN OD PA,1495 W STATE ROAD 434 STE 109,LONGWOOD,FL,32750-3861,US
MID FLORIDA EYE CENTER-WILDWOOD,5743 WILLIAMSBURG LN,WILDWOOD,FL,34785,US
20/20 EYEGLASS SUPERSTORE INC,1555 STATE ROAD 436 STE 1221,WINTER PARK,FL,32792-1506,US
LAKE NONA EYE ASSOCIATES,13848 NARCOOSSEE RD STE 104,ORLANDO,FL,32832,US
DR. BARRY GAFFNEY,2002 S ALEXANDER ST,PLANT CITY,FL,33563-8410,US
INSIGHT FAMILY EYECARE,27607 STATE ROAD 56 UNIT 101,WESLEY CHAPEL,FL,33544-8835,US
TRINITY EYE ASSOCIATES,3607 ALOMA AVE STE 1081,OVIEDO,FL,32765,US
VISION EYE GALLERY,11602 LAKE UNDERHILL RD UNIT 103,ORLANDO,FL,32825,US
LUCKEY EYE LLC,2306 GREENBRANCH DR STE 102,WESLEY CHAPEL,FL,33544,US
LAKE NONA EYE ASSOCIATES,13848 NARCOOSSEE RD STE 104,ORLANDO,FL,32832,US
VISION EYE GALLERY,11602 LAKE UNDERHILL RD UNIT 103,ORLANDO,FL,32825,US
VANMOR VISION INC,7004 TAVISOCK LAKES BLVD STE 146,ORLANDO,FL,32827,US
CURINGTON EYE ASSOCIATES,1982 US HIGHWAY 1 STE 101,ROCKLEDGE,FL,32955,US
CURINGTON EYE ASSOCIATES,228 S COURTENAY PKWY,MERRITT ISLAND,FL,32952,US
AKER EYE CENTER,338 S WASHINGTON AVE,TITUSVILLE,FL,32796-3548,US
SANDRA MAURO OD PA,5381 HOFFNER AVE,ORLANDO,FL,32812,US
PREMIER EYE ASSOCIATES,2255 S SEMORAN BLVD,ORLANDO,FL,32822-2703,US
TRINITY EYE ASSOCIATES,3607 ALOMA AVE STE 1081,OVIEDO,FL,32765,US
CENTRAL FLORIDA EYES,171 S CENTRAL AVE,OVIEDO,FL,32765-8103,US
DUY VY OD,2933 E COLONIAL DR,ORLANDO,FL,32803-5041,US
MyEyeDr.,1303 E Vine St,Kissimmee,FL,34744,US
MED-126,1303 E VINE ST,KISSIMMEE,FL,34744,US
FLORIDA EYE CLINIC-MICHIGAN ST,345 W MICHIGAN ST STE 118,ORLANDO,FL,32806-4556,US
20/20 EYEGLASS SUPERSTORE INC,1555 STATE ROAD 436 STE 1221,WINTER PARK,FL,32792-1506,US
COPELY EYE CLINIC,1455 W HOLDEN AVE,ORLANDO,FL,32839-1722,US
PREMIER VISION LLC,703 N MAIN ST,KISSIMMEE,FL,34744,US
SEAMAN FAMILY EYECARE,3948 TOWN CENTER BLVD,ORLANDO,FL,32837,US
EYECARE IN BREVARD INC,3200 N WICKHAM RD STE 1,MELBOURNE,FL,32935-2321,US
AAFES - PAT MAIN EXCHANGE,BLDG 1364 S. PATRICK DR,PATRICK AFB,FL,32925,US
VANMOR VISION INC,4101 HUNTERS PARK LN STE 400,ORLANDO,FL,32837,US
ROBIN MACDONALD OD PA,1122 E STATE RD 434 STE 1000,WINTER SPRINGS,FL,32708-2723,US
FLORIDA EYE CLINIC-COLLEGE PARK,2917 EDGEWATER DR,ORLANDO,FL,32804,US
EYE SUPPLY LLC,785 N WICKHAM RD STE 106,MELBOURNE,FL,32935-8857,US
MARC H SHERMAN OD PA,1495 W STATE ROAD 434 STE 109,LONGWOOD,FL,32750-3861,US
